session_id,timestamp,user_id,product_id,event_type,offered_discount,purchase_id
135,2022-01-23 20:34:19,102.0,1105.0,VIEW_PRODUCT,10,
135,2022-01-23 20:36:36,102.0,1103.0,VIEW_PRODUCT,10,
135,2022-01-23 20:40:27,102.0,1096.0,VIEW_PRODUCT,10,
135,2022-01-23 20:41:13,102.0,1100.0,VIEW_PRODUCT,10,
135,2022-01-23 20:42:54,102.0,1097.0,VIEW_PRODUCT,10,
136,2022-03-14 21:14:58,102.0,1542.0,VIEW_PRODUCT,5,
136,2022-03-14 21:19:11,102.0,1547.0,VIEW_PRODUCT,5,
136,2022-03-14 21:23:46,102.0,1538.0,VIEW_PRODUCT,5,
136,2022-03-14 21:28:00,102.0,1543.0,VIEW_PRODUCT,5,
136,2022-03-14 21:28:51,102.0,1544.0,VIEW_PRODUCT,5,
136,2022-03-14 21:33:26,102.0,1544.0,BUY_PRODUCT,5,20008.0
137,2022-02-25 10:53:18,102.0,1093.0,VIEW_PRODUCT,15,
138,2022-01-21 12:01:39,,1113.0,VIEW_PRODUCT,15,
138,2022-01-21 12:04:24,102.0,1118.0,VIEW_PRODUCT,15,
138,2022-01-21 12:05:23,102.0,1112.0,VIEW_PRODUCT,15,
138,2022-01-21 12:07:24,102.0,1121.0,VIEW_PRODUCT,15,
138,2022-01-21 12:10:17,102.0,1117.0,VIEW_PRODUCT,15,
139,2022-02-06 04:17:39,102.0,1198.0,VIEW_PRODUCT,20,
139,2022-02-06 04:18:12,102.0,1199.0,VIEW_PRODUCT,20,
139,2022-02-06 04:19:24,102.0,1195.0,VIEW_PRODUCT,20,
139,2022-02-06 04:23:57,102.0,1197.0,VIEW_PRODUCT,20,
139,2022-02-06 04:24:35,102.0,1201.0,VIEW_PRODUCT,20,
139,2022-02-06 04:24:42,102.0,1201.0,BUY_PRODUCT,20,20009.0
140,2022-02-28 21:14:37,102.0,1653.0,VIEW_PRODUCT,5,
140,2022-02-28 21:15:35,102.0,1653.0,BUY_PRODUCT,5,20010.0
141,2022-03-07 23:44:09,102.0,1633.0,VIEW_PRODUCT,10,
142,2022-01-26 05:14:51,102.0,1609.0,VIEW_PRODUCT,15,
142,2022-01-26 05:18:51,102.0,1608.0,VIEW_PRODUCT,15,
142,2022-01-26 05:21:42,102.0,1610.0,VIEW_PRODUCT,15,
142,2022-01-26 05:24:57,102.0,1610.0,BUY_PRODUCT,15,20011.0
143,2022-02-05 15:05:17,102.0,1105.0,VIEW_PRODUCT,15,
143,2022-02-05 15:08:28,102.0,1097.0,VIEW_PRODUCT,15,
143,2022-02-05 15:12:33,102.0,1096.0,VIEW_PRODUCT,15,
143,2022-02-05 15:13:54,102.0,1101.0,VIEW_PRODUCT,15,
143,2022-02-05 15:14:53,,1101.0,BUY_PRODUCT,15,20012.0
144,2022-01-03 07:40:37,102.0,1606.0,VIEW_PRODUCT,20,
144,2022-01-03 07:44:27,102.0,1606.0,BUY_PRODUCT,20,20013.0
145,2022-03-04 20:14:45,102.0,1610.0,VIEW_PRODUCT,15,
146,2022-02-09 10:23:50,102.0,1606.0,VIEW_PRODUCT,20,
146,2022-02-09 10:24:59,102.0,1604.0,VIEW_PRODUCT,20,
146,2022-02-09 10:25:51,102.0,1605.0,VIEW_PRODUCT,20,
146,2022-02-09 10:27:05,102.0,1601.0,VIEW_PRODUCT,20,
146,2022-02-09 10:29:49,102.0,1600.0,VIEW_PRODUCT,20,
146,2022-02-09 10:33:18,102.0,1603.0,VIEW_PRODUCT,20,
147,2022-01-22 12:28:34,,1167.0,VIEW_PRODUCT,20,
147,2022-01-22 12:32:30,102.0,1163.0,VIEW_PRODUCT,20,
147,2022-01-22 12:36:44,102.0,1162.0,VIEW_PRODUCT,20,
147,2022-01-22 12:38:24,102.0,1166.0,VIEW_PRODUCT,20,
147,2022-01-22 12:42:50,102.0,1170.0,VIEW_PRODUCT,20,
147,2022-01-22 12:47:18,102.0,1169.0,VIEW_PRODUCT,20,
148,2022-02-12 21:29:27,102.0,1547.0,VIEW_PRODUCT,15,
148,2022-02-12 21:33:21,102.0,1543.0,VIEW_PRODUCT,15,
148,2022-02-12 21:37:57,102.0,1546.0,VIEW_PRODUCT,15,
148,2022-02-12 21:40:40,102.0,1540.0,VIEW_PRODUCT,15,
148,2022-02-12 21:43:07,102.0,1544.0,VIEW_PRODUCT,15,
148,2022-02-12 21:47:38,102.0,1545.0,VIEW_PRODUCT,15,
148,2022-02-12 21:49:19,102.0,1539.0,VIEW_PRODUCT,15,
149,2022-02-12 00:07:59,102.0,1112.0,VIEW_PRODUCT,0,
149,2022-02-12 00:10:19,102.0,1118.0,VIEW_PRODUCT,0,
149,2022-02-12 00:12:16,102.0,1120.0,VIEW_PRODUCT,0,
149,2022-02-12 00:13:03,102.0,1116.0,VIEW_PRODUCT,0,
149,2022-02-12 00:14:31,102.0,1113.0,VIEW_PRODUCT,0,
149,2022-02-12 00:16:56,102.0,1121.0,VIEW_PRODUCT,0,
149,2022-02-12 00:21:36,102.0,1119.0,VIEW_PRODUCT,0,
149,2022-02-12 00:24:10,102.0,1119.0,BUY_PRODUCT,0,20014.0
150,2022-03-05 09:17:21,102.0,1004.0,VIEW_PRODUCT,15,
150,2022-03-05 09:19:55,102.0,1002.0,VIEW_PRODUCT,15,
150,2022-03-05 09:23:44,102.0,1009.0,VIEW_PRODUCT,15,
150,2022-03-05 09:24:55,102.0,1008.0,VIEW_PRODUCT,15,
150,2022-03-05 09:29:36,102.0,1010.0,VIEW_PRODUCT,15,
150,2022-03-05 09:31:29,102.0,1007.0,VIEW_PRODUCT,15,
150,2022-03-05 09:34:32,102.0,1003.0,VIEW_PRODUCT,15,
150,2022-03-05 09:36:15,102.0,1001.0,VIEW_PRODUCT,15,
150,2022-03-05 09:39:08,102.0,1005.0,VIEW_PRODUCT,15,
150,2022-03-05 09:41:08,102.0,1006.0,VIEW_PRODUCT,15,
150,2022-03-05 09:42:52,102.0,1006.0,BUY_PRODUCT,15,20015.0
151,2022-01-19 18:04:01,102.0,1653.0,VIEW_PRODUCT,0,
152,2022-03-01 07:49:03,102.0,1605.0,VIEW_PRODUCT,0,
152,2022-03-01 07:51:34,102.0,1601.0,VIEW_PRODUCT,0,
152,2022-03-01 07:56:30,,1602.0,VIEW_PRODUCT,0,
152,2022-03-01 07:57:32,102.0,1606.0,VIEW_PRODUCT,0,
152,2022-03-01 07:59:37,102.0,1607.0,VIEW_PRODUCT,0,
152,2022-03-01 08:04:01,102.0,1604.0,VIEW_PRODUCT,0,
152,2022-03-01 08:06:42,,1600.0,VIEW_PRODUCT,0,
152,2022-03-01 08:10:30,102.0,1603.0,VIEW_PRODUCT,0,
152,2022-03-01 08:13:06,102.0,1603.0,BUY_PRODUCT,0,20016.0
153,2022-01-07 20:34:19,102.0,1164.0,VIEW_PRODUCT,5,
153,2022-01-07 20:37:19,102.0,1167.0,VIEW_PRODUCT,5,
153,2022-01-07 20:40:34,102.0,1166.0,VIEW_PRODUCT,5,
153,2022-01-07 20:44:27,102.0,1162.0,VIEW_PRODUCT,5,
153,2022-01-07 20:48:00,102.0,1163.0,VIEW_PRODUCT,5,
153,2022-01-07 20:48:59,102.0,1161.0,VIEW_PRODUCT,5,
153,2022-01-07 20:52:29,102.0,1161.0,BUY_PRODUCT,5,20017.0
154,2022-01-20 23:03:10,102.0,1618.0,VIEW_PRODUCT,0,
154,2022-01-20 23:05:06,102.0,1620.0,VIEW_PRODUCT,0,
154,2022-01-20 23:06:37,102.0,1615.0,VIEW_PRODUCT,0,
154,2022-01-20 23:08:14,102.0,1617.0,VIEW_PRODUCT,0,
154,2022-01-20 23:09:48,102.0,1612.0,VIEW_PRODUCT,0,
154,2022-01-20 23:14:15,102.0,1611.0,VIEW_PRODUCT,0,
155,2022-01-11 00:32:49,103.0,1029.0,VIEW_PRODUCT,0,
155,2022-01-11 00:36:05,103.0,1029.0,BUY_PRODUCT,0,20018.0
156,2022-01-09 05:36:23,103.0,1005.0,VIEW_PRODUCT,20,
156,2022-01-09 05:38:36,103.0,1002.0,VIEW_PRODUCT,20,
156,2022-01-09 05:42:41,103.0,1004.0,VIEW_PRODUCT,20,
156,2022-01-09 05:45:27,103.0,1001.0,VIEW_PRODUCT,20,
156,2022-01-09 05:49:33,103.0,1008.0,VIEW_PRODUCT,20,
156,2022-01-09 05:54:06,103.0,1010.0,VIEW_PRODUCT,20,
156,2022-01-09 05:56:31,103.0,1007.0,VIEW_PRODUCT,20,
156,2022-01-09 06:00:50,103.0,1006.0,VIEW_PRODUCT,20,
156,2022-01-09 06:03:18,103.0,1009.0,VIEW_PRODUCT,20,
156,2022-01-09 06:05:21,103.0,1009.0,BUY_PRODUCT,20,20019.0
157,2022-03-16 00:40:13,103.0,1029.0,VIEW_PRODUCT,10,
157,2022-03-16 00:42:21,103.0,1032.0,VIEW_PRODUCT,10,
157,2022-03-16 00:45:01,103.0,1024.0,VIEW_PRODUCT,10,
157,2022-03-16 00:47:43,103.0,1031.0,VIEW_PRODUCT,10,
157,2022-03-16 00:49:45,103.0,1027.0,VIEW_PRODUCT,10,
157,2022-03-16 00:54:43,103.0,1023.0,VIEW_PRODUCT,10,
157,2022-03-16 00:55:02,103.0,1028.0,VIEW_PRODUCT,10,
157,2022-03-16 00:59:18,103.0,1028.0,BUY_PRODUCT,10,20020.0
158,2022-02-11 06:43:52,103.0,,VIEW_PRODUCT,5,
159,2022-01-27 18:08:48,,1103.0,VIEW_PRODUCT,20,
159,2022-01-27 18:11:11,103.0,1098.0,VIEW_PRODUCT,20,
159,2022-01-27 18:12:25,103.0,1098.0,BUY_PRODUCT,20,20021.0
160,2022-01-20 15:41:30,103.0,1620.0,VIEW_PRODUCT,5,
161,2022-01-07 03:17:09,103.0,1114.0,VIEW_PRODUCT,5,
161,2022-01-07 03:20:21,103.0,1112.0,VIEW_PRODUCT,5,
161,2022-01-07 03:21:42,103.0,1117.0,VIEW_PRODUCT,5,
161,2022-01-07 03:22:58,103.0,1120.0,VIEW_PRODUCT,5,
161,2022-01-07 03:27:41,103.0,1119.0,VIEW_PRODUCT,5,
161,2022-01-07 03:30:53,103.0,1118.0,VIEW_PRODUCT,5,
161,2022-01-07 03:33:00,103.0,1115.0,VIEW_PRODUCT,5,
161,2022-01-07 03:37:49,103.0,1116.0,VIEW_PRODUCT,5,
161,2022-01-07 03:41:23,103.0,1121.0,VIEW_PRODUCT,5,
161,2022-01-07 03:46:02,103.0,1121.0,BUY_PRODUCT,5,20022.0
162,2022-01-20 22:11:10,103.0,1608.0,VIEW_PRODUCT,10,
163,2022-03-08 18:07:51,103.0,1003.0,VIEW_PRODUCT,20,
163,2022-03-08 18:11:41,103.0,1001.0,VIEW_PRODUCT,20,
163,2022-03-08 18:13:11,103.0,1009.0,VIEW_PRODUCT,20,
164,2022-02-09 17:36:23,103.0,1633.0,VIEW_PRODUCT,20,
164,2022-02-09 17:36:41,103.0,1628.0,VIEW_PRODUCT,20,
164,2022-02-09 17:38:58,103.0,1629.0,VIEW_PRODUCT,20,
164,2022-02-09 17:39:34,103.0,1627.0,VIEW_PRODUCT,20,
164,2022-02-09 17:43:07,103.0,1634.0,VIEW_PRODUCT,20,
164,2022-02-09 17:45:27,103.0,1635.0,VIEW_PRODUCT,20,
164,2022-02-09 17:50:24,103.0,1632.0,VIEW_PRODUCT,20,
164,2022-02-09 17:51:23,103.0,1631.0,VIEW_PRODUCT,20,
164,2022-02-09 17:53:37,103.0,1630.0,VIEW_PRODUCT,20,
165,2022-01-24 11:59:47,103.0,1633.0,VIEW_PRODUCT,0,
165,2022-01-24 12:03:41,103.0,1626.0,VIEW_PRODUCT,0,
165,2022-01-24 12:05:31,103.0,1630.0,VIEW_PRODUCT,0,
165,2022-01-24 12:07:22,103.0,1627.0,VIEW_PRODUCT,0,
165,2022-01-24 12:11:17,103.0,1627.0,BUY_PRODUCT,0,20023.0
166,2022-02-28 16:19:36,103.0,1600.0,VIEW_PRODUCT,10,
166,2022-02-28 16:19:55,103.0,1600.0,BUY_PRODUCT,10,20024.0
167,2022-03-02 07:41:32,103.0,1092.0,VIEW_PRODUCT,20,
167,2022-03-02 07:43:57,103.0,1092.0,BUY_PRODUCT,20,20025.0
168,2022-02-22 03:06:37,103.0,1598.0,VIEW_PRODUCT,20,
168,2022-02-22 03:07:50,103.0,1598.0,BUY_PRODUCT,20,20026.0
169,2022-02-21 19:22:17,103.0,1103.0,VIEW_PRODUCT,20,
169,2022-02-21 19:24:47,103.0,1098.0,VIEW_PRODUCT,20,
169,2022-02-21 19:26:53,103.0,1105.0,VIEW_PRODUCT,20,
169,2022-02-21 19:30:56,103.0,1101.0,VIEW_PRODUCT,20,
169,2022-02-21 19:35:20,103.0,1100.0,VIEW_PRODUCT,20,
169,2022-02-21 19:36:33,103.0,1097.0,VIEW_PRODUCT,20,
169,2022-02-21 19:40:16,103.0,1096.0,VIEW_PRODUCT,20,
169,2022-02-21 19:44:32,103.0,1102.0,VIEW_PRODUCT,20,
169,2022-02-21 19:48:11,103.0,1104.0,VIEW_PRODUCT,20,
169,2022-02-21 19:50:46,103.0,1099.0,VIEW_PRODUCT,20,
169,2022-02-21 19:54:38,103.0,1099.0,BUY_PRODUCT,20,20027.0
170,2022-01-14 22:42:06,103.0,1061.0,VIEW_PRODUCT,10,
170,2022-01-14 22:45:58,103.0,1052.0,VIEW_PRODUCT,10,
171,2022-03-01 11:27:16,103.0,1200.0,VIEW_PRODUCT,0,
171,2022-03-01 11:32:01,,1195.0,VIEW_PRODUCT,0,
171,2022-03-01 11:34:46,103.0,1194.0,VIEW_PRODUCT,0,
171,2022-03-01 11:38:48,103.0,1199.0,VIEW_PRODUCT,0,
171,2022-03-01 11:42:54,103.0,1193.0,VIEW_PRODUCT,0,
171,2022-03-01 11:45:34,103.0,1198.0,VIEW_PRODUCT,0,
171,2022-03-01 11:47:27,103.0,1196.0,VIEW_PRODUCT,0,
171,2022-03-01 11:51:21,103.0,1201.0,VIEW_PRODUCT,0,
172,2022-01-08 15:59:29,103.0,1093.0,VIEW_PRODUCT,20,
172,2022-01-08 16:00:49,103.0,1093.0,BUY_PRODUCT,20,20028.0
173,2022-01-18 09:57:58,103.0,1115.0,VIEW_PRODUCT,0,
173,2022-01-18 09:59:52,103.0,1120.0,VIEW_PRODUCT,0,
173,2022-01-18 10:01:38,103.0,1121.0,VIEW_PRODUCT,0,
173,2022-01-18 10:06:20,103.0,1116.0,VIEW_PRODUCT,0,
173,2022-01-18 10:10:18,103.0,,BUY_PRODUCT,0,20029.0
174,2022-02-22 05:23:18,103.0,1092.0,VIEW_PRODUCT,10,
175,2022-01-13 14:15:28,103.0,1635.0,VIEW_PRODUCT,0,
175,2022-01-13 14:16:10,103.0,1629.0,VIEW_PRODUCT,0,
176,2022-03-25 07:46:02,,1095.0,VIEW_PRODUCT,10,
177,2022-03-12 20:01:40,103.0,1005.0,VIEW_PRODUCT,10,
177,2022-03-12 20:04:27,103.0,1009.0,VIEW_PRODUCT,10,
177,2022-03-12 20:06:27,103.0,1003.0,VIEW_PRODUCT,10,
177,2022-03-12 20:08:27,103.0,,VIEW_PRODUCT,10,
177,2022-03-12 20:12:21,,1002.0,VIEW_PRODUCT,10,
177,2022-03-12 20:13:49,103.0,1006.0,VIEW_PRODUCT,10,
177,2022-03-12 20:18:02,103.0,,VIEW_PRODUCT,10,
177,2022-03-12 20:22:47,103.0,1004.0,VIEW_PRODUCT,10,
177,2022-03-12 20:25:53,103.0,1010.0,VIEW_PRODUCT,10,
177,2022-03-12 20:28:10,103.0,1008.0,VIEW_PRODUCT,10,
177,2022-03-12 20:31:05,103.0,1008.0,BUY_PRODUCT,10,20030.0
178,2022-03-11 00:39:57,103.0,1098.0,VIEW_PRODUCT,5,
178,2022-03-11 00:43:54,103.0,1099.0,VIEW_PRODUCT,5,
178,2022-03-11 00:46:46,103.0,1097.0,VIEW_PRODUCT,5,
178,2022-03-11 00:50:43,103.0,1105.0,VIEW_PRODUCT,5,
178,2022-03-11 00:52:37,103.0,1101.0,VIEW_PRODUCT,5,
178,2022-03-11 00:57:21,103.0,1104.0,VIEW_PRODUCT,5,
178,2022-03-11 00:59:53,103.0,1102.0,VIEW_PRODUCT,5,
178,2022-03-11 01:04:45,103.0,1103.0,VIEW_PRODUCT,5,
178,2022-03-11 01:06:38,103.0,1103.0,BUY_PRODUCT,5,20031.0
179,2022-03-21 04:22:34,103.0,1609.0,VIEW_PRODUCT,15,
179,2022-03-21 04:24:45,103.0,1610.0,VIEW_PRODUCT,15,
180,2022-01-29 03:47:22,103.0,1631.0,VIEW_PRODUCT,0,
180,2022-01-29 03:50:20,103.0,1632.0,VIEW_PRODUCT,0,
180,2022-01-29 03:50:55,103.0,1629.0,VIEW_PRODUCT,0,
180,2022-01-29 03:53:35,,1627.0,VIEW_PRODUCT,0,
180,2022-01-29 03:54:45,103.0,1630.0,VIEW_PRODUCT,0,
181,2022-02-14 15:23:13,103.0,1653.0,VIEW_PRODUCT,5,
182,2022-02-08 10:59:23,103.0,,VIEW_PRODUCT,5,
182,2022-02-08 11:00:54,103.0,,VIEW_PRODUCT,5,
182,2022-02-08 11:01:12,103.0,1434.0,VIEW_PRODUCT,5,
182,2022-02-08 11:02:55,103.0,1437.0,VIEW_PRODUCT,5,
182,2022-02-08 11:04:37,103.0,1439.0,VIEW_PRODUCT,5,
182,2022-02-08 11:09:13,103.0,1435.0,VIEW_PRODUCT,5,
182,2022-02-08 11:12:35,103.0,1436.0,VIEW_PRODUCT,5,
182,2022-02-08 11:16:07,103.0,1432.0,VIEW_PRODUCT,5,
182,2022-02-08 11:20:56,103.0,1438.0,VIEW_PRODUCT,5,
182,2022-02-08 11:25:50,103.0,1433.0,VIEW_PRODUCT,5,
182,2022-02-08 11:29:53,103.0,1433.0,BUY_PRODUCT,5,20032.0
183,2022-03-09 17:17:56,103.0,1103.0,VIEW_PRODUCT,5,
184,2022-01-30 15:21:26,103.0,1330.0,VIEW_PRODUCT,20,
184,2022-01-30 15:25:23,103.0,1323.0,VIEW_PRODUCT,20,
184,2022-01-30 15:29:47,103.0,1323.0,BUY_PRODUCT,20,20033.0
185,2022-01-08 00:48:51,103.0,1593.0,VIEW_PRODUCT,15,
185,2022-01-08 00:52:34,103.0,1594.0,VIEW_PRODUCT,15,
185,2022-01-08 00:52:54,103.0,1596.0,VIEW_PRODUCT,15,
186,2022-03-17 16:51:49,103.0,1161.0,VIEW_PRODUCT,20,
186,2022-03-17 16:53:09,103.0,1163.0,VIEW_PRODUCT,20,
186,2022-03-17 16:56:55,103.0,1168.0,VIEW_PRODUCT,20,
186,2022-03-17 17:00:56,103.0,1170.0,VIEW_PRODUCT,20,
186,2022-03-17 17:03:57,103.0,1165.0,VIEW_PRODUCT,20,
186,2022-03-17 17:04:58,103.0,1169.0,VIEW_PRODUCT,20,
186,2022-03-17 17:09:54,103.0,1164.0,VIEW_PRODUCT,20,
186,2022-03-17 17:11:38,103.0,1162.0,VIEW_PRODUCT,20,
187,2022-02-01 14:32:05,,1474.0,VIEW_PRODUCT,0,
187,2022-02-01 14:34:43,103.0,1472.0,VIEW_PRODUCT,0,
187,2022-02-01 14:35:11,103.0,1470.0,VIEW_PRODUCT,0,
187,2022-02-01 14:39:41,103.0,1466.0,VIEW_PRODUCT,0,
187,2022-02-01 14:40:32,103.0,1469.0,VIEW_PRODUCT,0,
187,2022-02-01 14:44:53,103.0,1467.0,VIEW_PRODUCT,0,
187,2022-02-01 14:46:46,103.0,1465.0,VIEW_PRODUCT,0,
187,2022-02-01 14:47:20,103.0,1471.0,VIEW_PRODUCT,0,
187,2022-02-01 14:47:46,,1473.0,VIEW_PRODUCT,0,
187,2022-02-01 14:52:34,103.0,1468.0,VIEW_PRODUCT,0,
187,2022-02-01 14:53:10,103.0,1468.0,BUY_PRODUCT,0,20034.0
188,2022-02-18 11:56:21,103.0,1472.0,VIEW_PRODUCT,20,
188,2022-02-18 11:58:12,103.0,1468.0,VIEW_PRODUCT,20,
188,2022-02-18 11:58:33,103.0,1471.0,VIEW_PRODUCT,20,
188,2022-02-18 12:02:18,103.0,1473.0,VIEW_PRODUCT,20,
188,2022-02-18 12:06:17,103.0,1465.0,VIEW_PRODUCT,20,
188,2022-02-18 12:06:29,103.0,1470.0,VIEW_PRODUCT,20,
188,2022-02-18 12:10:24,103.0,1470.0,BUY_PRODUCT,20,20035.0
189,2022-03-04 21:03:50,103.0,1118.0,VIEW_PRODUCT,20,
189,2022-03-04 21:08:33,103.0,1118.0,BUY_PRODUCT,20,20036.0
190,2022-03-15 22:50:00,103.0,1161.0,VIEW_PRODUCT,10,
190,2022-03-15 22:52:49,103.0,1164.0,VIEW_PRODUCT,10,
190,2022-03-15 22:54:32,103.0,1167.0,VIEW_PRODUCT,10,
190,2022-03-15 22:56:56,103.0,1165.0,VIEW_PRODUCT,10,
190,2022-03-15 22:59:32,103.0,1163.0,VIEW_PRODUCT,10,
190,2022-03-15 23:01:41,,1170.0,VIEW_PRODUCT,10,
190,2022-03-15 23:02:49,103.0,1168.0,VIEW_PRODUCT,10,
190,2022-03-15 23:05:54,103.0,1168.0,BUY_PRODUCT,10,20037.0
191,2022-03-24 12:43:27,103.0,1544.0,VIEW_PRODUCT,0,
191,2022-03-24 12:44:45,103.0,1540.0,VIEW_PRODUCT,0,
191,2022-03-24 12:49:03,103.0,1538.0,VIEW_PRODUCT,0,
191,2022-03-24 12:51:26,103.0,1542.0,VIEW_PRODUCT,0,
191,2022-03-24 12:54:19,103.0,1545.0,VIEW_PRODUCT,0,
191,2022-03-24 12:58:13,103.0,1543.0,VIEW_PRODUCT,0,
191,2022-03-24 13:00:07,103.0,1543.0,BUY_PRODUCT,0,20038.0
192,2022-01-25 18:43:07,103.0,1025.0,VIEW_PRODUCT,15,
192,2022-01-25 18:47:49,103.0,1028.0,VIEW_PRODUCT,15,
192,2022-01-25 18:52:21,103.0,1027.0,VIEW_PRODUCT,15,
192,2022-01-25 18:55:30,103.0,1027.0,BUY_PRODUCT,15,20039.0
193,2022-03-24 02:10:33,103.0,1545.0,VIEW_PRODUCT,0,
193,2022-03-24 02:11:49,103.0,1541.0,VIEW_PRODUCT,0,
193,2022-03-24 02:12:17,103.0,1547.0,VIEW_PRODUCT,0,
193,2022-03-24 02:12:55,103.0,1540.0,VIEW_PRODUCT,0,
193,2022-03-24 02:16:34,103.0,1546.0,VIEW_PRODUCT,0,
193,2022-03-24 02:18:36,103.0,1544.0,VIEW_PRODUCT,0,
193,2022-03-24 02:20:49,103.0,1543.0,VIEW_PRODUCT,0,
193,2022-03-24 02:25:42,103.0,1542.0,VIEW_PRODUCT,0,
193,2022-03-24 02:28:48,103.0,1538.0,VIEW_PRODUCT,0,
194,2022-03-24 10:58:07,103.0,1094.0,VIEW_PRODUCT,15,
194,2022-03-24 11:02:13,103.0,1094.0,BUY_PRODUCT,15,20040.0
195,2022-03-24 02:03:26,103.0,1095.0,VIEW_PRODUCT,0,
196,2022-03-22 23:10:37,103.0,1121.0,VIEW_PRODUCT,20,
196,2022-03-22 23:13:02,103.0,1120.0,VIEW_PRODUCT,20,
196,2022-03-22 23:16:51,103.0,1112.0,VIEW_PRODUCT,20,
196,2022-03-22 23:17:30,103.0,1115.0,VIEW_PRODUCT,20,
196,2022-03-22 23:18:19,103.0,1116.0,VIEW_PRODUCT,20,
196,2022-03-22 23:22:02,103.0,1114.0,VIEW_PRODUCT,20,
196,2022-03-22 23:25:13,103.0,1118.0,VIEW_PRODUCT,20,
196,2022-03-22 23:29:23,103.0,1118.0,BUY_PRODUCT,20,20041.0
197,2022-01-26 10:31:58,103.0,1653.0,VIEW_PRODUCT,10,
197,2022-01-26 10:34:21,103.0,1653.0,BUY_PRODUCT,10,20042.0
198,2022-03-09 23:33:56,103.0,1323.0,VIEW_PRODUCT,10,
198,2022-03-09 23:34:54,103.0,1329.0,VIEW_PRODUCT,10,
198,2022-03-09 23:37:40,103.0,1328.0,VIEW_PRODUCT,10,
