purchase_id,purchase_timestamp,delivery_timestamp,delivery_company
20056,2022-03-18T11:17:58,2022-03-22T22:35:01.949138,620.0
20057,2022-01-17T06:22:46,2022-01-16T13:58:54.326387,360.0
20058,2022-02-17T23:56:13,2022-02-16T21:57:49.214423,360.0
20059,2022-01-18T04:26:27,2022-01-20T12:35:11.792026,516.0
20060,2022-02-16T09:59:38,2022-02-20T17:31:35.390431,620.0
20061,2022-03-03T16:53:31,2022-03-04T19:56:55.026923,360.0
20062,2022-01-08T08:36:47,2022-01-08T00:29:24.604315,620.0
20063,2022-02-24T16:53:47,2022-02-25T07:17:36.318140,360.0
20064,2022-02-12T00:00:46,2022-02-15T03:53:47.699272,360.0
20065,2022-01-18T15:16:30,2022-01-18T05:19:15.306022,516.0
20066,2022-01-31T09:39:06,2022-01-30T17:52:52.702047,620.0
20067,2022-02-21T09:46:59,2022-02-24T20:20:32.724333,516.0
20068,2022-01-28T10:18:10,2022-01-30T18:38:55.276955,516.0
20069,2022-03-03T00:49:48,2022-03-05T15:49:03.926707,360.0
20070,2022-01-19T02:59:17,2022-01-18T15:05:35.475481,360.0
20071,2022-02-02T16:23:49,2022-02-03T04:27:23.015761,516.0
20072,2022-02-27T19:18:00,2022-03-03T22:44:34.709846,360.0
20073,2022-02-22T22:59:34,2022-02-25T07:30:09.896266,620.0
20074,2022-01-10T09:17:52,2022-01-11T12:21:56.719798,360.0
20075,2022-02-21T19:24:04,2022-02-25T04:05:55.131232,620.0
20076,2022-01-24T14:23:17,2022-01-28T15:37:56.530964,360.0
20077,2022-01-01T14:48:33,2022-01-03T18:12:02.642504,360.0
20078,2022-01-17T19:27:42,2022-01-20T11:36:26.825020,516.0
20079,2022-01-07T20:29:47,2022-01-14T00:54:38.625452,360.0
20080,2022-02-24T23:20:47,2022-02-27T19:29:02.342694,620.0
20081,2022-01-18T10:52:37,2022-01-18T04:55:25.173129,360.0
20082,2022-03-24T21:49:32,2022-03-26T02:36:08.778417,516.0
20083,2022-03-22T21:45:40,2022-03-25T06:48:09.440020,360.0
20084,2022-02-04T16:53:51,2022-02-08T05:49:39.842736,620.0
20085,2022-03-09T09:09:05,2022-03-10T17:03:14.847052,620.0
20086,2022-02-10T03:25:06,2022-02-09T15:02:25.671160,360.0
20087,2022-01-08T02:40:09,2022-01-08T08:26:47.569073,360.0
20088,2022-03-15T05:12:13,2022-03-14T22:24:41.511738,620.0
20089,2022-01-07T01:36:18,2022-01-04T19:39:36.814533,360.0
20090,2022-03-12T05:01:33,2022-03-13T16:07:32.663685,620.0
20091,2022-03-11T04:15:10,2022-03-12T16:37:45.611122,620.0
20092,2022-02-10T12:10:30,2022-02-09T09:52:19.223895,516.0
20093,2022-03-15T11:33:34,2022-03-16T07:30:09.805480,516.0
20094,2022-01-09T15:45:43,2022-01-09T23:23:51.470382,620.0
20095,2022-02-15T06:42:38,2022-02-14T16:19:38.667601,620.0
20096,2022-03-13T12:16:25,2022-03-13T07:07:04.814525,620.0
20097,2022-02-13T14:27:42,2022-02-16T04:48:25.233616,360.0
20098,2022-01-28T08:59:44,2022-01-28T10:37:07.892806,620.0
20099,2022-03-11T04:06:16,2022-03-10T23:41:07.495809,620.0
20100,2022-01-11T22:52:42,2022-01-12T03:20:16.441305,620.0
20101,2022-03-15T09:23:08,2022-03-17T03:21:14.978324,620.0
20102,2022-02-05T07:38:13,2022-02-10T16:26:00.455092,516.0
20103,2022-02-19T18:25:36,2022-02-18T10:09:05.974168,620.0
20104,2022-01-03T23:31:31,2022-01-04T08:33:30.094972,516.0
20105,2022-03-15T09:43:43,2022-03-17T21:26:59.339786,360.0
20106,2022-01-04T02:49:54,2022-01-05T14:28:27.284187,516.0
20107,2022-02-24T10:07:16,2022-02-26T15:15:52.547916,516.0
20108,2022-03-03T23:04:55,2022-03-04T17:10:27.589817,516.0
20109,2022-01-26T05:46:13,2022-01-28T16:01:02.043045,360.0
20110,2022-02-20T23:50:20,2022-02-25T17:06:22.083599,
20111,2022-01-23T04:31:01,2022-01-24T19:39:11.665772,620.0
20112,2022-03-03T17:57:12,2022-02-28T06:27:25.331475,360.0
20113,2022-02-25T18:52:52,2022-02-26T12:25:48.414100,360.0
20114,2022-02-09T18:50:37,2022-02-08T14:04:36.158502,360.0
20115,2022-01-28T20:06:11,2022-01-31T19:47:33.198426,620.0
20116,2022-01-04T16:14:04,2022-01-05T12:15:05.027575,516.0
20117,2022-03-18T20:19:45,2022-03-19T11:43:17.886933,620.0
20118,2022-03-21T14:34:11,2022-03-23T06:37:20.533677,516.0
20119,2022-01-01T06:41:56,2021-12-31T06:32:06.889141,620.0
20120,2022-01-23T09:05:47,2022-01-24T22:41:34.346691,360.0
20121,2022-01-23T14:38:27,2022-01-27T12:53:27.751849,620.0
20122,2022-02-22T13:48:04,2022-02-23T04:44:33.657977,360.0
20123,2022-02-22T00:58:15,2022-02-25T18:33:51.544688,360.0
20124,2022-03-11T05:48:31,2022-03-15T00:42:51.310357,516.0
20125,2022-01-13T05:15:52,2022-01-11T13:08:16.737181,360.0
20126,2022-01-25T18:07:34,,516.0
20127,2022-01-20T13:30:20,2022-01-22T05:19:34.043553,516.0
20128,2022-02-03T15:50:10,2022-02-04T17:48:41.975351,516.0
20129,2022-02-11T10:31:31,2022-02-13T16:56:24.253587,360.0
20130,2022-03-02T14:21:37,2022-03-05T04:18:39.787806,620.0
20131,2022-01-29T05:43:54,2022-02-02T02:29:08.273794,516.0
20132,2022-03-15T20:09:25,2022-03-18T23:34:32.179584,360.0
20133,2022-03-02T07:08:35,2022-03-02T20:45:03.870931,516.0
20134,2022-03-16T22:45:53,2022-03-16T13:15:30.638427,620.0
20135,2022-03-20T00:41:28,2022-03-22T08:20:58.011317,620.0
20136,2022-03-18T19:08:14,,620.0
20137,2022-02-17T15:40:15,2022-02-19T11:50:03.739446,516.0
20138,2022-02-02T06:32:31,2022-02-02T21:07:41.192893,516.0
20139,2022-02-21T23:30:29,2022-02-23T03:10:35.230076,516.0
20140,2022-03-04T08:23:23,2022-03-09T21:49:47.998260,516.0
20141,2022-02-10T09:56:52,,360.0
20142,2022-01-14T10:33:02,2022-01-16T14:21:26.366268,360.0
20143,2022-01-20T07:34:38,2022-01-19T13:54:49.514157,516.0
20144,2022-03-11T02:41:10,2022-03-16T18:02:28.208467,620.0
20145,2022-02-16T18:45:50,2022-02-17T03:54:16.566897,360.0
20146,2022-02-27T11:07:12,2022-03-02T21:12:34.904617,620.0
20147,2022-02-27T22:42:28,2022-02-27T10:57:08.129869,620.0
20148,2022-02-05T21:01:29,2022-02-05T00:10:04.636037,360.0
20149,2022-02-08T16:26:24,2022-02-09T18:48:43.162669,620.0
20150,2022-02-09T11:48:34,2022-02-08T21:27:09.695564,516.0
20151,2022-03-18T18:45:00,2022-03-20T15:34:19.177643,620.0
20152,2022-02-15T02:15:29,2022-02-16T02:11:44.226020,360.0
20153,2022-01-08T01:21:13,2022-01-07T22:09:13.955812,360.0
20154,2022-03-16T15:16:44,2022-03-18T17:10:05.065137,360.0
20155,2022-03-21T10:46:47,2022-03-22T22:18:57.162672,516.0
20156,2022-01-21T19:10:13,2022-01-24T14:27:54.077297,516.0
20157,2022-01-09T12:44:45,2022-01-10T08:58:02.380002,
20158,2022-02-28T20:53:25,2022-03-02T07:27:47.912837,360.0
20159,2022-03-03T10:19:08,2022-03-06T17:34:56.324941,
20160,2022-01-07T05:49:33,2022-01-10T18:22:03.285785,360.0
20161,2022-03-19T17:22:08,2022-03-20T21:10:17.338316,360.0
20162,2022-02-01T03:28:19,2022-02-02T05:04:53.822919,620.0
20163,2022-02-03T08:08:34,2022-02-06T09:41:18.243860,516.0
20164,2022-02-10T01:58:48,2022-02-11T02:42:54.831856,620.0
20165,2022-02-17T21:33:36,2022-02-16T21:33:20.919774,360.0
20166,2022-03-23T03:21:55,2022-03-25T03:28:43.164460,620.0
20167,2022-02-22T20:08:04,,360.0
20168,2022-01-10T15:47:47,2022-01-09T13:59:15.716767,620.0
20169,2022-02-06T14:34:34,2022-02-08T19:11:36.899119,360.0
20170,2022-02-16T21:48:29,2022-02-19T19:13:29.571371,360.0
20171,2022-02-23T12:25:07,2022-02-26T02:22:43.774474,620.0
20172,2022-01-27T13:28:38,2022-01-29T13:13:38.950396,360.0
20173,2022-02-18T13:08:13,2022-02-19T15:18:32.698518,516.0
20174,2022-03-06T14:42:25,2022-03-10T07:23:45.335259,360.0
20175,2022-01-27T07:48:09,2022-01-29T14:29:29.948405,360.0
20176,2022-02-09T20:33:57,2022-02-13T23:39:37.666199,620.0
20177,2022-02-12T10:10:35,2022-02-12T06:37:01.387181,360.0
20178,2022-01-21T04:13:42,2022-01-21T10:03:55.628665,516.0
20179,2022-01-08T01:07:12,2022-01-10T18:44:56.628033,360.0
20180,2022-02-13T04:50:56,2022-02-14T06:47:30.557643,620.0
20181,2022-02-14T06:53:45,2022-02-14T10:36:22.159899,620.0
20182,2022-03-24T12:53:17,2022-03-27T06:53:30.106560,516.0
20183,2022-02-22T22:46:05,2022-02-22T13:42:42.672885,516.0
20184,2022-01-30T04:33:45,2022-02-01T05:46:57.803644,360.0
20185,2022-03-04T19:41:49,2022-03-04T01:23:00.499275,620.0
20186,2022-01-18T15:18:45,2022-01-18T17:00:24.998523,360.0
20187,2022-03-17T01:14:50,2022-03-18T12:46:54.006698,516.0
20188,2022-01-18T12:51:14,2022-01-20T01:30:45.995242,620.0
20189,2022-02-25T12:13:10,2022-02-27T21:39:45.262058,620.0
20190,2022-01-03T02:05:03,2022-01-03T23:54:30.073033,360.0
20191,2022-01-14T11:46:00,2022-01-17T00:21:03.161149,620.0
20192,2022-02-16T13:13:53,2022-02-17T12:52:43.293094,516.0
20193,2022-01-24T09:12:26,2022-01-24T12:26:36.222800,360.0
20194,2022-02-14T07:39:22,2022-02-19T00:50:18.785299,620.0
20195,2022-02-09T12:50:03,2022-02-07T01:26:39.275232,620.0
20196,2022-02-28T21:22:48,,360.0
20197,2022-01-23T06:34:11,2022-01-21T17:53:46.928099,516.0
20198,2022-02-05T08:41:38,2022-02-04T15:56:42.261928,516.0
20199,2022-02-27T21:04:04,2022-03-02T08:32:36.716581,360.0
20200,2022-02-20T13:50:56,2022-02-22T07:23:51.194247,516.0
20201,2022-03-05T17:49:07,2022-03-06T14:32:07.838962,360.0
20202,2022-03-18T20:19:13,2022-03-22T17:35:35.798184,620.0
20203,2022-03-10T22:20:25,2022-03-11T14:13:23.875073,360.0
20204,2022-02-16T02:16:06,2022-02-15T16:23:16.583932,620.0
20205,2022-01-08T22:22:54,2022-01-10T05:33:33.909300,620.0
20206,2022-03-20T19:02:31,2022-03-22T10:43:53.111034,516.0
20207,2022-01-15T11:48:02,,620.0
20208,2022-03-15T01:19:25,2022-03-17T06:43:03.317669,360.0
20209,2022-03-07T18:05:38,2022-03-07T07:27:46.623472,360.0
20210,2022-02-05T06:13:49,2022-02-05T11:39:28.786838,516.0
20211,2022-03-09T16:42:09,2022-03-10T20:20:23.354234,360.0
20212,2022-02-19T15:52:26,2022-02-20T21:17:08.862022,360.0
20213,2022-02-09T01:24:54,2022-02-13T08:29:47.990490,516.0
20214,2022-02-19T01:05:41,2022-02-22T07:22:52.319531,360.0
20215,2022-01-13T12:35:32,2022-01-16T22:56:50.568863,516.0
20216,2022-02-15T12:40:06,2022-02-18T15:26:14.751376,620.0
20217,2022-03-12T06:59:19,2022-03-17T15:47:02.858751,516.0
20218,2022-02-01T03:31:24,2022-01-30T13:07:06.258669,360.0
20219,2022-03-18T08:39:22,2022-03-15T21:41:06.612810,516.0
20220,2022-01-20T13:31:23,2022-01-20T00:16:55.287154,516.0
20221,2022-03-05T04:25:20,2022-03-05T02:02:48.746416,620.0
20222,2022-01-28T14:03:14,2022-01-28T13:30:38.908402,620.0
20223,2022-02-15T20:00:14,2022-02-14T12:19:28.227276,620.0
20224,2022-02-18T06:46:36,2022-02-19T16:08:56.268124,360.0
20225,2022-01-16T16:51:03,2022-01-18T06:06:22.158137,620.0
20226,2022-02-18T15:58:49,2022-02-19T13:21:05.959316,620.0
20227,2022-01-24T01:53:09,2022-01-21T20:32:00.152767,620.0
20228,2022-01-18T21:31:14,2022-01-17T15:54:54.170376,516.0
20229,2022-02-11T01:42:47,2022-02-18T16:24:33.025804,620.0
20230,2022-03-14T04:06:03,2022-03-15T16:31:32.325042,360.0
20231,2022-02-04T06:11:53,2022-02-02T13:13:45.137341,620.0
20232,2022-02-14T00:52:32,2022-02-16T05:04:46.653145,516.0
20233,2022-02-19T15:28:57,2022-02-18T20:55:07.130281,360.0
20234,2022-03-10T14:59:59,2022-03-14T08:47:28.250223,516.0
20235,2022-02-21T05:56:44,2022-02-21T11:37:09.943605,360.0
20236,2022-03-07T17:08:48,2022-03-08T11:14:59.968498,
20237,2022-01-19T06:53:14,2022-01-16T21:45:45.430388,360.0
20238,2022-01-13T07:18:41,2022-01-13T09:55:22.519583,516.0
20239,2022-03-08T06:44:15,2022-03-12T04:32:56.820632,
20240,2022-02-17T18:10:10,2022-02-20T04:09:39.298558,620.0
20241,2022-01-26T06:11:37,2022-01-27T03:50:31.063127,620.0
20242,2022-03-14T09:29:16,2022-03-17T18:37:40.746279,360.0
20243,2022-02-23T18:31:32,2022-02-23T11:21:04.506695,516.0
20244,2022-02-24T02:55:50,2022-02-24T17:16:10.989012,
20245,2022-01-10T22:35:31,2022-01-09T09:23:38.852544,620.0
20246,2022-01-29T23:24:08,2022-01-26T08:22:12.068582,620.0
20247,2022-03-11T07:34:21,2022-03-12T05:18:43.900937,
20248,2022-01-29T05:59:21,2022-02-02T08:22:32.968183,516.0
20249,2022-01-03T04:11:21,2022-01-05T02:23:00.515405,516.0
20250,2022-03-08T20:56:24,2022-03-07T12:53:13.257817,360.0
20251,2022-03-06T23:53:44,2022-03-06T04:53:22.469943,516.0
20252,2022-02-11T00:18:21,2022-02-11T04:49:43.989718,620.0
20253,2022-01-28T13:13:30,2022-01-27T03:10:32.594751,516.0
20254,2022-02-22T06:01:02,2022-02-22T11:06:45.359215,516.0
20255,2022-03-04T13:53:42,2022-03-08T19:28:33.708425,516.0
20256,2022-03-09T14:20:12,2022-03-10T21:19:36.911923,360.0
20257,2022-02-10T09:19:26,2022-02-12T10:49:19.200183,620.0
20258,2022-02-04T15:39:08,2022-02-04T23:37:44.407965,
20259,2022-01-10T08:54:59,2022-01-11T12:40:37.259119,620.0
20260,2022-02-22T10:34:57,2022-02-25T01:50:25.218386,360.0
20261,2022-01-06T05:19:40,2022-01-07T00:32:42.671394,620.0
20262,2022-03-06T17:28:18,2022-03-08T23:33:17.301307,620.0
20263,2022-02-02T02:35:56,,620.0
20264,2022-01-10T10:05:57,2022-01-13T02:57:51.969568,516.0
20265,2022-01-09T11:10:29,,516.0
20266,2022-03-12T18:40:08,2022-03-11T05:30:56.291832,620.0
20267,2022-01-06T20:35:09,2022-01-08T14:58:42.249318,620.0
20268,2022-02-06T14:45:40,2022-02-09T04:54:38.303178,620.0
20269,2022-02-03T12:00:36,2022-02-05T14:09:03.333831,516.0
20270,2022-02-14T22:30:05,2022-02-14T19:06:00.774808,
20271,2022-02-10T20:07:01,2022-02-12T09:47:28.141143,620.0
20272,2022-01-15T20:57:23,,360.0
20273,2022-02-13T23:43:04,2022-02-12T07:14:10.166488,360.0
20274,2022-03-10T02:01:22,2022-03-08T07:38:54.898998,620.0
20275,2022-03-25T02:48:45,2022-03-26T11:08:11.890126,620.0
20276,2022-01-29T15:13:40,2022-01-31T17:32:26.686712,620.0
20277,2022-01-20T17:01:33,2022-01-21T12:47:00.261335,360.0
20278,2022-01-11T06:46:16,2022-01-11T18:49:12.933384,620.0
20279,2022-03-17T23:23:31,2022-03-18T03:52:37.406762,360.0
20280,2022-01-12T02:46:34,2022-01-09T15:40:34.920792,360.0
20281,2022-03-10T03:31:08,2022-03-13T07:41:24.328501,360.0
20282,2022-03-03T01:20:55,2022-03-05T17:38:24.603344,620.0
20283,2022-03-19T14:40:45,2022-03-21T22:59:50.944490,516.0
20284,2022-03-13T18:19:19,2022-03-20T02:25:23.753202,360.0
20285,2022-02-10T19:22:52,2022-02-09T06:42:39.925742,620.0
20286,2022-01-30T03:39:00,2022-02-01T11:42:46.070618,620.0
20287,2022-03-20T21:05:15,2022-03-24T05:44:53.581243,360.0
20288,2022-01-24T23:09:08,2022-01-26T09:58:13.023346,516.0
20289,2022-01-13T18:32:30,,516.0
20290,2022-03-08T23:57:15,2022-03-11T06:48:33.602659,360.0
20291,2022-03-09T09:08:30,2022-03-06T10:21:36.752069,
20292,2022-03-04T08:13:01,2022-03-03T00:22:13.840347,516.0
20293,2022-03-03T20:21:20,2022-03-05T09:05:00.229634,620.0
20294,2022-02-09T19:19:17,2022-02-06T16:55:53.191879,516.0
20295,2022-02-05T17:21:31,2022-02-04T09:03:16.913628,360.0
20296,2022-01-26T06:21:27,2022-01-27T11:12:35.362551,620.0
20297,2022-03-25T01:41:57,2022-03-24T20:19:45.032885,516.0
20298,2022-03-18T04:06:12,2022-03-18T09:03:37.242278,360.0
20299,2022-03-03T10:07:59,,516.0
20300,2022-02-23T03:26:16,2022-02-25T11:02:27.770518,620.0
20301,2022-01-05T02:27:25,2022-01-05T23:13:29.178579,360.0
20302,2022-03-12T22:02:28,2022-03-16T16:46:36.951961,360.0
20303,2022-01-29T19:44:33,2022-01-28T06:03:09.779301,360.0
20304,2022-03-09T00:20:08,2022-03-10T02:37:30.091477,620.0
20305,2022-03-14T03:55:59,2022-03-13T22:59:26.406655,620.0
20306,2022-03-19T13:06:17,2022-03-20T18:20:26.894437,516.0
20307,2022-03-20T02:03:16,2022-03-21T11:06:21.735832,620.0
20308,2022-01-03T04:33:00,2022-01-04T04:44:55.837963,516.0
20309,2022-03-13T14:31:05,2022-03-15T10:24:25.443835,360.0
20310,2022-03-11T09:11:52,2022-03-16T04:57:13.208393,360.0
20311,2022-01-04T11:33:08,2022-01-05T02:55:41.066731,620.0
20312,2022-03-03T11:05:26,2022-03-01T12:25:58.680732,620.0
20313,2022-01-21T01:00:03,2022-01-24T13:46:17.765332,516.0
20314,2022-02-02T05:55:20,2022-02-04T11:15:39.850607,620.0
20315,2022-01-29T01:15:49,2022-01-27T00:01:20.501180,620.0
20316,2022-01-17T15:49:15,2022-01-16T01:34:56.462209,620.0
20317,2022-02-27T07:10:39,2022-02-27T15:04:34.637036,360.0
20318,2022-01-26T16:26:52,2022-01-29T16:08:13.443808,620.0
20319,2022-03-24T22:25:06,2022-03-26T08:19:37.054584,516.0
20320,2022-01-10T00:47:32,2022-01-07T23:01:29.017639,620.0
20321,2022-01-10T13:56:29,2022-01-13T07:26:35.273406,516.0
20322,2022-03-15T15:29:05,2022-03-19T20:06:18.072639,620.0
20323,2022-03-03T17:41:53,2022-03-06T02:24:28.947619,516.0
20324,2022-03-20T16:03:27,2022-03-20T18:20:05.881037,620.0
20325,2022-02-06T03:54:35,2022-02-07T21:19:08.288463,516.0
20326,2022-01-28T16:31:41,2022-01-30T09:36:50.057217,620.0
20327,2022-03-12T23:53:51,2022-03-13T22:32:02.240151,360.0
20328,2022-02-14T03:05:52,2022-02-14T14:14:28.921762,360.0
20329,2022-01-15T06:17:20,2022-01-16T00:46:19.093619,516.0
20330,2022-03-12T07:55:43,2022-03-15T03:42:48.388461,360.0
20331,2022-02-18T23:32:33,2022-02-17T23:49:23.459773,516.0
20332,2022-03-03T20:19:32,2022-02-28T15:37:29.365927,620.0
20333,2022-01-31T06:01:37,2022-01-31T18:14:02.093747,620.0
20334,2022-02-10T00:22:12,2022-02-12T17:21:53.968977,516.0
20335,2022-02-03T11:33:59,2022-02-01T16:41:48.858489,360.0
20336,2022-03-21T15:59:07,2022-03-22T07:11:55.337494,516.0
20337,2022-03-19T02:53:17,2022-03-20T04:43:23.926661,360.0
20338,2022-01-18T20:53:24,2022-01-18T04:12:37.917924,516.0
20339,2022-03-07T12:18:49,2022-03-09T04:07:31.141497,360.0
20340,2022-01-14T21:38:18,2022-01-14T20:36:04.333048,516.0
20341,2022-01-18T13:02:22,2022-01-19T03:49:27.897579,620.0
20342,2022-02-28T06:10:33,2022-02-28T22:30:16.384146,360.0
20343,2022-01-31T11:27:42,2022-01-31T11:36:00.499620,620.0
20344,2022-02-26T20:29:31,2022-02-26T21:17:02.006585,516.0
20345,2022-03-22T00:05:55,2022-03-25T21:03:38.579672,516.0
20346,2022-03-11T09:26:00,2022-03-11T16:59:17.342686,516.0
20347,2022-01-24T11:05:48,2022-01-28T04:14:40.080065,620.0
20348,2022-02-15T17:17:08,2022-02-14T04:12:32.112098,360.0
20349,2022-02-03T10:56:52,2022-02-04T09:03:17.443440,620.0
20350,2022-03-14T06:44:28,2022-03-10T23:42:02.256019,360.0
20351,2022-02-18T20:24:20,2022-02-18T13:24:47.605525,360.0
20352,2022-01-13T18:58:24,2022-01-20T00:48:03.637149,360.0
20353,2022-02-09T09:02:21,2022-02-11T17:41:03.588302,620.0
20354,2022-02-26T18:12:27,2022-03-01T15:40:38.234236,360.0
20355,2022-03-13T08:40:01,2022-03-14T15:28:51.036502,516.0
20356,2022-03-04T20:53:54,,360.0
20357,2022-01-16T04:11:33,2022-01-18T11:51:58.744534,620.0
20358,2022-03-13T20:35:51,2022-03-15T18:15:51.570557,516.0
20359,2022-01-05T09:16:28,2022-01-07T14:40:44.612064,360.0
20360,2022-03-05T08:24:59,2022-03-08T01:35:17.997696,
20361,2022-03-03T06:59:55,2022-03-04T01:42:04.636867,620.0
20362,2022-03-05T03:05:23,2022-03-08T06:02:41.658688,620.0
20363,2022-02-14T17:11:49,2022-02-16T15:02:14.183175,360.0
20364,2022-01-24T12:30:18,2022-01-26T01:02:33.900273,620.0
20365,2022-03-23T02:59:13,2022-03-21T23:51:30.274660,620.0
20366,2022-02-13T01:27:03,2022-02-13T21:26:14.318892,516.0
20367,2022-01-30T10:06:07,2022-01-28T12:26:03.769191,360.0
20368,2022-01-04T19:40:48,2022-01-06T15:43:14.234848,516.0
20369,2022-01-13T12:01:52,2022-01-15T00:25:21.979263,360.0
20370,2022-03-09T11:20:34,2022-03-09T13:45:35.293184,516.0
20371,2022-02-10T11:19:56,2022-02-10T09:41:47.102788,360.0
20372,2022-02-03T05:45:38,2022-02-05T07:51:06.892324,620.0
20373,2022-01-10T04:47:02,2022-01-13T10:43:31.393848,620.0
20374,2022-03-03T10:29:07,2022-03-06T08:44:15.944784,516.0
20375,2022-01-06T22:14:49,2022-01-07T08:00:38.244671,360.0
20376,2022-03-18T06:15:42,2022-03-19T03:28:02.519800,516.0
20377,2022-01-13T09:21:21,2022-01-15T01:07:53.131279,516.0
20378,2022-02-27T08:57:40,2022-02-26T03:35:02.996103,360.0
20379,2022-02-20T21:24:59,2022-02-23T02:18:02.149727,
20380,2022-01-25T04:11:29,2022-01-28T08:39:57.452051,516.0
20381,2022-03-24T01:12:26,2022-03-28T13:57:30.533881,360.0
20382,2022-03-02T16:17:08,2022-02-28T16:17:33.787974,360.0
20383,2022-03-03T07:22:36,2022-03-04T09:54:35.308686,
20384,2022-03-13T14:26:10,2022-03-13T17:43:08.756283,360.0
20385,2022-02-02T02:58:01,2022-02-01T17:57:06.067061,516.0
20386,2022-03-20T16:59:41,2022-03-23T17:27:16.996008,360.0
20387,2022-03-15T05:40:41,2022-03-16T07:25:31.400874,620.0
20388,2022-01-04T16:47:35,2022-01-06T00:48:24.755375,360.0
20389,2022-02-09T04:50:37,2022-02-13T08:10:34.583396,516.0
20390,2022-02-16T23:03:37,2022-02-18T19:28:40.652257,516.0
20391,2022-01-10T16:58:41,2022-01-12T13:33:17.330776,620.0
20392,2022-02-09T06:21:28,2022-02-08T13:37:50.802080,516.0
20393,2022-03-17T09:42:04,2022-03-14T06:40:36.511014,516.0
20394,2022-03-03T01:28:00,2022-03-03T14:19:00.749300,620.0
20395,2022-01-28T16:55:07,2022-01-30T21:40:31.875189,360.0
